#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	smtp
#open	2025-03-07-06-43-07
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	helo	mailfrom	rcptto	date	from	to	cc	reply_to	msg_id	in_reply_to	subject	x_originating_ip	first_received	second_received	last_reply	path	user_agent	tls	fuids
#types	time	string	addr	port	addr	port	count	string	string	set[string]	string	string	set[string]	set[string]	string	string	string	string	addr	string	string	string	vector[addr]	string	bool	vector[string]
1421927439.282477	C7tPkF2nMawWA4I6l6	175.45.176.1	24289	149.171.126.19	25	1	ALKnDdQcD	cfbKreD0EVW7@ALKnDdQcD.com	UTOAk130wFN8uY4TW@QXgArdcXcXhFywWMEHbTJkCDHwcHaTHH.com	Wed, 21 Jan 2015 09:54:13 +1100	O0m@ALKnDdQcD.com	ndsTTwiyu5lauqfMHR@QXgArdcXcXhFywWMEHbTJkCDHwcHaTHH.edu	-	-	<RXJOhJWrPjiR4jkZiv0az>	-	2aOcWL0o9	-	-	-	250 2.6.0 <MAILJTdc23NhPZsvWnJqq5KNhHeV@QXgArdcXcXhFywWMEHbTJkCDHwcHaTHH> Queued mail for delivery	149.171.126.19,175.45.176.1	-	F	FHNpY31vYB0m0hzBx2,FhlZqu3YmBwoSzzqci
1421928145.717640	C7PwEt4Hu3UjtZ1Owb	175.45.176.3	59943	149.171.126.15	25	1	OzkcASJdPbV	XAhPfya88qQiFoVbf56gcC@OzkcASJdPbV.edu	VakleMz4@aDfxJDgbZY.com	Wed, 21 Jan 2015 10:05:59 +1100	NyXn4xsiTBl4cjaIHRt@OzkcASJdPbV.edu	ruGQCIc@aDfxJDgbZY.edu	-	-	<z3owdL45hsN7aRwlbNVM53kBRVNkBd3464oXPwi6>	-	6bOaKsetSPnXP9vBi8l0Hwft5l9dU	-	-	-	250 2.6.0 <MAILHjFADY93W3M5i3ncb5TkObVO@aDfxJDgbZY> Queued mail for delivery	149.171.126.15,175.45.176.3	-	F	F9wZEX1Yk3pCG5vRgj,FnuJ2e3IslXCfVDkQh
1421928148.034585	C1WLDS2oZMj4aYbAef	59.166.0.9	44866	149.171.126.6	25	1	client-3ba60005.example.int	sender@example.com	recipient@example.com	Wed Jan 21 06:50:37 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<BV7OWpEuUEJBKGqi@example.com>	-	said Corky, anxiously. with him!	-	qmail 1122 by uid 2278; Mon Aug 04 10:17:17 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	F6Rxlz3iFAdQIk9E0j,FZdJRUsqrF3jH6bV4
1421928148.936313	CDgmI72QepnEoJCclj	59.166.0.1	60654	149.171.126.0	25	1	client-3ba60005.example.int	sender@example.com	recipient@example.com	Wed Jan 21 06:50:37 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<BV7OWpEuUEJBKGqi@example.com>	-	said Corky, anxiously. with him!	-	qmail 1122 by uid 2278; Mon Aug 04 10:17:17 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	FCl7JO2QKBjvzh8sQ8,FjO04g4CriPN6xgfzc
1421928149.634603	CNRgJw3GSHO4y8zcyd	59.166.0.7	43638	149.171.126.1	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.1,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	FbZbBf41kzNjGqiSEf,FADyDp22c6G8zJKCId
1421928152.234632	CXTPsN267TZGrq54Pk	59.166.0.0	60494	149.171.126.2	25	1	client-3ba60005.example.int	sender@example.com	recipient@example.com	Wed Jan 21 06:50:37 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<BV7OWpEuUEJBKGqi@example.com>	-	said Corky, anxiously. with him!	-	qmail 1122 by uid 2278; Mon Aug 04 10:17:17 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	FCU0551fGHcNeMftNg,F0YPyk1LUrEexInqKa
1421928154.334657	CQ956smUwlYQnLDA7	59.166.0.2	62117	149.171.126.5	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.5,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	FAj1Kt17UXdvMdvio1,FomzYE1KQ9TO6sazti
1421928152.764468	C7i42N23qVzDD3Yci2	175.45.176.1	38670	149.171.126.14	25	1	LfmiJFxRwcweueGVNuv	Bo2MZrbs9@LfmiJFxRwcweueGVNuv.net	xixCSKhQD3zie3eq0u1G3ruEwtf2PRfDjx@ywpMGiAK.net	Wed, 21 Jan 2015 10:06:06 +1100	fV5M16PYc@LfmiJFxRwcweueGVNuv.org	ib1OPTohc8Vlg1urq1@ywpMGiAK.com	-	-	<fRX83UMfmvGVYaSVEwcLuHDMUdsFA>	-	524txk1wlQArB8r9BKDDZGuzA4TRR0	-	-	-	250 2.6.0 <MAILhiyOhbDAI2B7cS5B69WEd6lA@ywpMGiAK> Queued mail for delivery	149.171.126.14,175.45.176.1	-	F	FPpvXoaCmp2CE08Hh,FUvngp3Kjdo6L0QxT2
1421928154.436379	CCBKpP2iVsUwS58a9b	59.166.0.3	26027	149.171.126.5	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.5,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	Fo1J1n16S6OTIBA3Hf,F0fSkn3fULFtq8RLud
1421928155.334773	Ckbibi3lvtmMUFvj6j	59.166.0.9	39153	149.171.126.0	25	1	client-3ba60005.example.int	sender@example.com	recipient@example.com	Wed Jan 21 06:50:37 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<BV7OWpEuUEJBKGqi@example.com>	-	said Corky, anxiously. with him!	-	qmail 1122 by uid 2278; Mon Aug 04 10:17:17 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	F38Ccx1HMzbH1EB4Z8,FcuQuO29RDEvRtnOuj
1421928155.934695	CwE0EJqFDU1bn0Tnd	59.166.0.6	18715	149.171.126.0	25	1	client-3ba60005.example.int	sender@example.com	recipient@example.com	Wed Jan 21 06:50:37 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<BV7OWpEuUEJBKGqi@example.com>	-	said Corky, anxiously. with him!	-	qmail 1122 by uid 2278; Mon Aug 04 10:17:17 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.6	Microsoft Outlook Express 6.00.2800.1158	F	Fj3Gvr4zJlldsI1taa,FZoZjb5zCyko0PR27
1421928156.734860	Cc1mc71xOHi1PoTuzk	59.166.0.8	1463	149.171.126.9	25	1	client-3ba60005.example.int	sender@example.com	recipient@example.com	Wed Jan 21 06:50:37 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<BV7OWpEuUEJBKGqi@example.com>	-	said Corky, anxiously. with him!	-	qmail 1122 by uid 2278; Mon Aug 04 10:17:17 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FhG1n9Ss50AkwgrCa,FcJlO5n2i1Dejw8fd
1421928157.534702	CrxgBEp9FRRECeKn3	59.166.0.8	15594	149.171.126.6	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FGulJo28b1EagW68qh,Fxw50B34oln7OZIId3
1421928159.434793	CtofrA300hbIQd6qb	59.166.0.2	17958	149.171.126.3	25	1	client-3ba60005.example.int	sender@example.com	recipient@example.com	Wed Jan 21 06:50:37 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<BV7OWpEuUEJBKGqi@example.com>	-	said Corky, anxiously. with him!	-	qmail 1122 by uid 2278; Mon Aug 04 10:17:17 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	FNIt642rBfMpqmwbSl,FvSmDP2wd8DJxTixDd
1421928160.534717	CB94rpshDRCnpFT6i	59.166.0.9	50061	149.171.126.8	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	F7K7rX1gAEUepqRc77,FjCHcf34wXO0M5ow4b
1421928161.634723	ClZaSD4UwbVPl6mAdd	59.166.0.2	61952	149.171.126.2	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	F4snxj1uXFkm1Sy9gb,FEXAdl4uXwd36Q5QSc
1421928161.935474	ClRbOwtgNfOGFii18	59.166.0.4	57911	149.171.126.8	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FaHGpQ3YvVGzfoQP11,Ft8wKC4pJ0z0kJiGk3
1421928163.136560	ChJ0aa1DTeMEjNk8M5	59.166.0.1	23848	149.171.126.7	25	1	client-3ba60005.example.int	sender@example.com	recipient@example.com	Wed Jan 21 06:50:37 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<BV7OWpEuUEJBKGqi@example.com>	-	said Corky, anxiously. with him!	-	qmail 1122 by uid 2278; Mon Aug 04 10:17:17 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	F1jlyH2E7ZXh1v1i15,FSn2kTVBFQDew0JDd
1421928164.934628	CTfc0b2eyCBjRVBCw3	59.166.0.4	36812	149.171.126.0	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FNdOTj1GKYqn9PIahi,F3DWuS3CrOxVoDQT91
1421928165.834829	CrtCuZ1zNPllEOImAl	59.166.0.3	52592	149.171.126.3	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	FSqNHI1ARey1lg9YU3,F1ZvmN2XlDi5wlezP3
1421928166.934889	COvY9D4sXMPWCPx7Hi	59.166.0.8	63447	149.171.126.0	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FqHXFG1P66UXPw3oia,FHucUhOUgZUbC2291
1421928170.234802	C3r9xE22ZrhBpSKj4h	59.166.0.4	33796	149.171.126.8	25	1	client-3ba60005.example.int	sender@example.com	recipient@example.com	Wed Jan 21 06:50:37 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<BV7OWpEuUEJBKGqi@example.com>	-	said Corky, anxiously. with him!	-	qmail 1122 by uid 2278; Mon Aug 04 10:17:17 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FD5Ryh36fQrTc6X1x3,FwD8zBgp8OeTmwlJ
1421928169.429636	CFe3wRWo13GT7xYxb	175.45.176.2	61532	149.171.126.13	25	1	qrqQdctsa	aThaFDez3AfhvjJftWU1N@qrqQdctsa.org	eD9qjztIWhelEMu1Gm6e@yEExZiaYOlPYASgKhzXNHpVbkVTZ.com	Wed, 21 Jan 2015 10:06:23 +1100	SrHLPpw@qrqQdctsa.edu	WJlykcNrzfwFOjxLRfaoR@yEExZiaYOlPYASgKhzXNHpVbkVTZ.org	-	-	<WDDoFBPI4DGFjL4j6vPoLgqWMAfpw5MFdbp7QPL6OJq7utpk>	-	z2LiKbFi4Wz9yWD8INB9Zsxl520dHM	-	-	-	250 2.6.0 <MAILpgWxqnO7P3Mls2mXv6AISl37@yEExZiaYOlPYASgKhzXNHpVbkVTZ> Queued mail for delivery	149.171.126.13,175.45.176.2	-	F	FhZvg04fR92NGKhmDk,FPz4QN3e22zcbLyVbg
1421928160.299981	CSlxRc1vRsD7LQaGef	175.45.176.1	56919	149.171.126.12	25	1	wtgQ	XyLprjcF@wtgQ.org	JiguINJTcFye@BBfTNLFIxsFDVIgkFbaSuF.gov	Wed, 21 Jan 2015 10:06:14 +1100	OzRKeNE@wtgQ.com	HrAA5jIQYEn8JFrfREO@BBfTNLFIxsFDVIgkFbaSuF.edu	-	-	<y92d3KInWQ5U8i2N6k0HFoAOBqeAmyNVAjhfFvmiK3WMOAI>	-	Q3diOure9cCyu8lPH0yqjID5	-	-	-	250 2.6.0 <MAILQER868CsAXN6oF5HH3EHS1OE@BBfTNLFIxsFDVIgkFbaSuF> Queued mail for delivery	149.171.126.12,175.45.176.1	-	F	Ft1Yio3FWmdW3y4gXa,FPUK1B43lZa2Ugt7Hd
1421928171.135029	CoQqbp1ks8vihoQOre	59.166.0.9	1568	149.171.126.2	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FkFL974xNsPAwzfeoc,F5vRKe4U8efvBVl4v2
1421928172.234951	C3CZpW1pwNbd1LQ0d9	59.166.0.8	17848	149.171.126.5	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.5,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FVEnWt3wHsiGKZO6ai,FphWLG8gjcMnztZEb
1421928174.435171	CorXXl1rKiJXiLMnU4	59.166.0.8	30731	149.171.126.8	25	1	client-3ba60005.example.int	sender@example.com	recipient@example.com	Wed Jan 21 06:50:37 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<BV7OWpEuUEJBKGqi@example.com>	-	said Corky, anxiously. with him!	-	qmail 1122 by uid 2278; Mon Aug 04 10:17:17 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	Fcl4Gj3otTseMU8VM3,FC5SMPO1xGSKCQE6l
1421928174.834955	CpDawyf4MLna403N4	59.166.0.5	30251	149.171.126.2	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.5	Microsoft Outlook Express 6.00.2800.1158	F	F34NZIFr3MEyzoZQ4,FffE292vpnd3nquuc8
1421928176.035598	CU5SOV30ZylPo4ifI1	59.166.0.7	1505	149.171.126.9	25	1	client-3ba60005.example.int	sender@example.com	recipient@example.com	Wed Jan 21 06:50:37 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<BV7OWpEuUEJBKGqi@example.com>	-	said Corky, anxiously. with him!	-	qmail 1122 by uid 2278; Mon Aug 04 10:17:17 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	FDbIuh2JjXYSZVl7Ii,FjP7pQ3plj7Gl5nTpf
1421928176.435026	CrrhKU1UAQcLi5Gxwa	59.166.0.9	27012	149.171.126.6	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	F8s8qg4Tc0mcNh9pv5,FuPBJxZAgTYgXFg6d
1421928178.234946	CUIvcC2eJhtwX2lZrk	59.166.0.6	27181	149.171.126.9	25	1	client-3ba60005.example.int	sender@example.com	recipient@example.com	Wed Jan 21 06:50:37 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<BV7OWpEuUEJBKGqi@example.com>	-	said Corky, anxiously. with him!	-	qmail 1122 by uid 2278; Mon Aug 04 10:17:17 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.6	Microsoft Outlook Express 6.00.2800.1158	F	FRFQ3o2HzGqKDnYzWd,F7f0XU1PhyUGhuPe5j
1421928178.334989	CwnHObd01h5C1Fjia	59.166.0.9	27259	149.171.126.0	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FKyYPw4Ixifu7jtqkh,Fw03Tw1LDE0Kcv8bZi
1421928178.634773	CDttH2d75dcGGeclg	59.166.0.5	52646	149.171.126.4	25	1	client-3ba60005.example.int	sender@example.com	recipient@example.com	Wed Jan 21 06:50:37 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<BV7OWpEuUEJBKGqi@example.com>	-	said Corky, anxiously. with him!	-	qmail 1122 by uid 2278; Mon Aug 04 10:17:17 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.5	Microsoft Outlook Express 6.00.2800.1158	F	FpshLz30tvvkhBcXb6,F5D4APhF8F2Q01Fg2
1421928178.923777	Ckfcky3tqUxTA8byOj	59.166.0.1	1516	149.171.126.9	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	FmHpCV1qTxUY3wm935,FzVD89KBLPnZWIAx1
1421928181.036732	CiZaXv2Xv7FCkxEzph	59.166.0.8	37958	149.171.126.6	25	1	client-3ba60005.example.int	sender@example.com	recipient@example.com	Wed Jan 21 06:50:37 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<BV7OWpEuUEJBKGqi@example.com>	-	said Corky, anxiously. with him!	-	qmail 1122 by uid 2278; Mon Aug 04 10:17:17 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FyAx8C85cvMfSStnk,FJWhFr310MAK7UvML5
1421928182.735028	CwyEZ81MFdSCdztat	59.166.0.9	8605	149.171.126.2	25	1	client-3ba60005.example.int	sender@example.com	recipient@example.com	Wed Jan 21 06:50:37 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<BV7OWpEuUEJBKGqi@example.com>	-	said Corky, anxiously. with him!	-	qmail 1122 by uid 2278; Mon Aug 04 10:17:17 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FtwkBT3O59lOrXvzgl,FQ0r2s1iUNyOZnucH9
1421928183.335084	Cnaa3z2vZbaemC8mO6	59.166.0.7	1342	149.171.126.4	25	1	client-3ba60005.example.int	sender@example.com	recipient@example.com	Wed Jan 21 06:50:37 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<BV7OWpEuUEJBKGqi@example.com>	-	said Corky, anxiously. with him!	-	qmail 1122 by uid 2278; Mon Aug 04 10:17:17 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	FDTNj22UIbvbzXNtd7,Ftd74R3GCS0ZHpnhL6
1421928180.635444	C8GdGI169Z27Y3gRr	175.45.176.3	54902	149.171.126.12	25	1	mOXShsnlaqvIP	ueiyoQIOk@mOXShsnlaqvIP.us	zSSav8GOBrfN@QobaYTuMMNzqe.net	Wed, 21 Jan 2015 10:06:34 +1100	xc6BKq3b5GuReFtddY2B5@mOXShsnlaqvIP.net	gZRE@QobaYTuMMNzqe.us	-	-	<Cxx6Rr9YW5r5QfUvlR904TvC5TzXXvLTjAQ2952jtB1de0BZFwYtdkMQa>	-	U3PCr94PnJes6QYjhfn6WUzVq1UBjEPukM8XIeqb9QxM	-	-	-	250 2.6.0 <MAIL6GzAuwCmYVd8PZnyPUlOfu7r@QobaYTuMMNzqe> Queued mail for delivery	149.171.126.12,175.45.176.3	-	F	FaYVCRQrwjUKxyTKb,FWpA734wIXBm4mykek
1421928184.035064	CooIsc4ZA1btBagR37	59.166.0.5	53586	149.171.126.2	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.5	Microsoft Outlook Express 6.00.2800.1158	F	FlOnwd3f7asaLsY9e,FGBmcg1sqKr4qkV9Rg
1421928184.634981	CjxhED1Q2FE21Bf9o7	59.166.0.9	9819	149.171.126.4	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FEqe401Xjqka78LcY5,FEZKoO1GeuRXBvMKc1
1421928182.594152	C9bylg2m9QW8AuJdP2	175.45.176.2	1893	149.171.126.13	25	1	ULFusPEIJgjovvJgqnOkTjYgCxJVbRpoM	xvfpAQx2WhqUCiXmRb7mPkYC4k1k@ULFusPEIJgjovvJgqnOkTjYgCxJVbRpoM.com	vUrPY7OGatMam@aAlVFkjFFzTaDiCfCyk.gov	Wed, 21 Jan 2015 10:06:36 +1100	gLOGUdiQ5jJoS1sdc3Yv8LCp3HDLVWsgq@ULFusPEIJgjovvJgqnOkTjYgCxJVbRpoM.gov	QUR6ZxSB9MR4r@aAlVFkjFFzTaDiCfCyk.us	-	-	<aUh09MgXyrgvn8Lsl6N5g1>	-	zOq7c8T9luNZ0U0Lz	-	-	-	250 2.6.0 <MAILwTd397Q8tIt5gPKcGLgFElvq@aAlVFkjFFzTaDiCfCyk> Queued mail for delivery	149.171.126.13,175.45.176.2	-	F	F4bUQH2g1SMqKzcEl,F7mB4yjuO4UpYtJYd
1421928185.335162	C51C3YKFJQvKhjlTl	59.166.0.7	59980	149.171.126.8	25	1	client-3ba60002.example.int	sender@example.com	recipient@example.com	Tue Jan 20 19:50:45 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<tfSTjOfmpLP43REc@example.com>	-	There's a fortune in it.	-	qmail 1928 by uid 1104; Mon Jul 07 04:17:16 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	FfZPGr4T6HfBvWjdL8,F8NhHvULWIf5h4lwb
1421928186.235059	CZzLEa3h1MJtNTod8d	59.166.0.0	7195	149.171.126.7	25	1	client-3ba60005.example.int	sender@example.com	recipient@example.com	Wed Jan 21 06:50:37 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<BV7OWpEuUEJBKGqi@example.com>	-	said Corky, anxiously. with him!	-	qmail 1122 by uid 2278; Mon Aug 04 10:17:17 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	FCpxL41ediTO1bCnvj,FXfSEa2Bfwo9dn8Ukh
