#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	analyzer
#open	2025-03-08-02-06-27
#fields	ts	cause	analyzer_kind	analyzer_name	uid	fuid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	failure_reason	failure_data
#types	time	string	string	string	string	string	addr	port	addr	port	string	string
1424244396.672634	violation	packet	GTPV1	Cua0YwNrJiTleU9ai	-	59.166.0.4	9377	149.171.126.2	2123	Binpac exception: binpac exception: out_of_bound: GTPv1_Ext_Header:contents: -1 > 76	-
1424245135.163650	violation	protocol	DCE_RPC	Cojkfp4mIScCWPEese	-	175.45.176.1	58045	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 255 > 44	-
1424245136.477013	violation	protocol	DCE_RPC	COpqQH2RJd9epeqghk	-	175.45.176.1	32085	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 255 > 44	-
1424245137.319570	violation	protocol	DCE_RPC	CTOP8bNKcWP3VhDX	-	175.45.176.1	56596	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 254 > 44	-
1424245141.562810	violation	protocol	IMAP	C9bRw24Nvv4Rq6gaTl	-	175.45.176.3	54018	149.171.126.11	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aAbZLKw8CFrg5KOMKiiXo9qNGdfAbKhRKdpOl9oBL4HbNN108zG4P5AfPC9Wq2d\x0d\x0a--_256974887740676426110700\x0d\x0aContent-Type: application/rtf; name=MNt0BoWLw2mA.RTf\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="MNt0BoWLw2mA.RTf"\x0d\x0a\x0d\x0a{\\rtf1\\adeflang1025\\ansi\\ansicpg1252\\uc1\\adeff31507\\deff0\\stshfdbch31506\\=\x0astshfloch31506\\stshfhich31506\\stshfbi31507\\deflang1033\\deflangfe1033\\them=\x0aelang1033\\themelangfe0\\themelangcs0{\\fonttbl{\\f0\\fbidi \\froman\\fcharset0\\=\x0afprq2{\\*\\panose 02020603050405020304}Times New Roman;}{\\f34\\fbidi \\froman=\x0a\\fcharset0\\fprq2{\\*\\panose 02040503050406030204}Cambria Math;}\x0a{\\fhiminor\\f31575\\fbidi \\fswiss\\fcharset186\\fprq2 Calibri Baltic;}{\\fbimi=\x0anor\\f31578\\fbidi \\froman\\fcharset238\\fprq2 Times New Roman CE;}{\\fbiminor=\x0a\\f31579\\fbidi \\froman\\fcharset204\\fprq2 Times New Roman Cyr;}\x0a{\\f	-
1424245147.493691	violation	protocol	IMAP	Cr5REi3Z5ezdnBJcl	-	175.45.176.3	43750	149.171.126.10	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0acpA5nIFfUgH7dSPank\x0d\x0a--_874893476795129345721746\x0d\x0aContent-Type: application/vnd.ms-excel; name=jVpabvf.xLs\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="jVpabvf.xLs"\x0d\x0a\x0d\x0a0M8R4KGxGuEAAAAAAAAAAAAAAAAAAAAAPgADAP7/CQAGAAAAAAAAAAAAAAAB\x0aAAAAHwAAAAAAAAAAEAAA/v///wAAAAD+////AAAAAB4AAAD/////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a///////////////////////	-
1424245189.186039	violation	protocol	SSH	C4smNb300GXLeZUbM2	-	59.166.0.2	20792	149.171.126.3	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424245202.057527	violation	protocol	IMAP	C4XEza1x8eVhglG7I	-	175.45.176.0	5983	149.171.126.18	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0az0xaDXPTYhL2bkNzFLL7tni0rFU91HmU2Nle6BuZydSZZ5YINHIkWnVYk\x0d\x0a--_305434490427103408148345\x0d\x0aContent-Type: application/octet-stream; name=qqEmHv6xY.dOC\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="qqEmHv6xY.dOC"\x0d\x0a\x0d\x0a0M8R4KGxGuEAAAAAAAAAAAAAAAAAAAAAPgADAP7/CQAGAAAAAAAAAAAAAAAB\x0aAAAAJgAAAAAAAAAAEAAAKAAAAAEAAAD+////AAAAACUAAAD/////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a/////////////////////////////////////////	-
1424245210.886397	violation	protocol	SSH	C6hxMO1ViggqQ9Lr7l	-	59.166.0.6	15766	149.171.126.0	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424245210.981880	violation	protocol	IMAP	CDKztM2evGpSM9qsT2	-	175.45.176.3	12591	149.171.126.11	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aLQDUzNV4GNVTJK2ji5ruIJCXEedyDOlM6hYiM7Uvxi0r4XSOVZBjgWVUPcvKF5EP7WkTv7J2MsV5\x0d\x0a--_722520268484974835084689\x0d\x0aContent-Type: application/octet-stream; name=paGcDM834hE.dMg)\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="paGcDM834hE.dMg"\x0d\x0a\x0d\x0aRVICAAAAAZAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\x0aAAAAAAAAAAAAAAAAA	-
1424245219.494417	violation	protocol	IMAP	C3V5fw4uKSyQgVwxNb	-	175.45.176.0	9405	149.171.126.14	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aG8skvA4k3Ksev6ll3xrdX6oBEdEbuBLaMry6cxGfIu8gvCfzRnqmFqO3h9UbZBlePdCrsctIZrycahD4N1q2G1Kcm1\x0d\x0a--_260584387120040492421106\x0d\x0aContent-Type: application/octet-stream; name=9OqijyxTX.Avi\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="9OqijyxTX.Avi"\x0d\x0a\x0d\x0aRIFF4=1A=00=00AVI LIST=C0=00=00=00hdrlavih8=00=00=00=C8=0B=00=00=0B6=01=00=\x0a=00=00=00=00=10=08=00=00=16=00=00=00=00=00=00=00=01=00=00=00=B2=11=00=00@=\x0a=01=00=00=F0=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00LIST=\x0at=00=00=00strlstrh8=00=00=00vidsRLE =00=00=00=00=00=00=00=00=00=00=00=00=01=\x0a=00=00=00=1E=00=00=00=00=00=00=00=16=00=00=00=B2=11=00=00=00=00=00=00=00=00=\x0a=00=00=00=00=00=00=00=00=00=00strf(=00=00=00(=00=00=00@=01=00=00=F0=00=00=\x0a=00=01=00=18=00DIV3=00=00=00=00=12=0B=00=00=12=0B=00=00=00=01=00=10=00=00=\x0a=00=00JUNK=D8=06=	-
1424245236.716296	violation	protocol	IMAP	CzYHpc1bvrrNH7ZBc2	-	175.45.176.0	4200	149.171.126.17	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aZ3sQDRFbw0QGBpGkYDZbg8ztatlZRQmXHsWg9HkVBrM3I5TwQqwdhQPgWOVN0Y9A4gPSVmTM6DERpZWonbREiXpcKZL45Mu9XSOnbOdDNjlfTXxs\x0d\x0a--_337989691638748264961921\x0d\x0aContent-Type: application/octet-stream; name=K0UL0fmyRmL4Tq.dOC\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="K0UL0fmyRmL4Tq.dOC"\x0d\x0a\x0d\x0a0M8R4KGxGuEAAAAAAAAAAAAAAAAAAAAAPgADAP7/CQAGAAAAAAAAAAAAAAAB\x0aAAAAJgAAAAAAAAAAEAAAKAAAAAEAAAD+////AAAAACUAAAD/////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a/////////////////////////////////////	-
1424245242.688825	violation	protocol	SSH	CIl5ua8BvUQx9BT13	-	59.166.0.4	27673	149.171.126.4	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424245247.288974	violation	protocol	SSH	CmhAFk2dgRJv6UaOik	-	59.166.0.1	12368	149.171.126.7	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424245255.286947	violation	protocol	SSH	CYudUL1E77U0BGXb8g	-	59.166.0.7	26104	149.171.126.3	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424245263.232397	violation	protocol	HTTP	CkLPPykpiHluUJKPk	-	175.45.176.0	21824	149.171.126.17	1080	not a http reply line	-
1424245263.248137	violation	protocol	HTTP	CkLPPykpiHluUJKPk	-	175.45.176.0	21824	149.171.126.17	1080	not a http request line	-
1424245292.324199	violation	protocol	IMAP	C4rNma4nk8sYMLKv3k	-	175.45.176.2	57820	149.171.126.18	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aqf7dfzjYKddVIKfMUmwb63JfE24gpNxzhDLgzxm14C6tTrcq7rG7bIqmfn1wQDCGHYhi85AK\x0d\x0a--_299941077933026910737627\x0d\x0aContent-Type: application/pdf; name=qUUJkr6ijiGi6.PDF\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="qUUJkr6ijiGi6.PDF"\x0d\x0a\x0d\x0a%PDF-1.5\x0a%=EC=F5=F2=E1=E4=EF=E3=F5=ED=E5=EE=F4\x0a3 0      =\x0a\x0axref\x0a3 16\x0a0000000023 00000 n =\x0a\x0a0000000584 00000 n =\x0a\x0a0000000865 00000 n =\x0a\x0a0000001035 00000 n =\x0a\x0a0000001158 00000 n =\x0a\x0a0000001287 00000 n =\x0a\x0a0000001338 00000 n =\x0a\x0a0000001384 00000 n =\x0a\x0a0000002861 00000 n =\x0a\x0a0000003637 00000 n =\x0a\x0a0000005126 00000 n =\x0a\x0a0000005173 00000 n =\x0a\x0a0000005317 00000 n =\x0a\x0a0000005370 00000 n =\x0a\x0a0000005504 00000 n =\x0a\x0a0000000714 00000 n =\x0a\x0atrailer\x0a<</Root 4 0 R/Info 2 0 R/ID[<1cEmhUxgXBpEAL9AQZW1aw7GMNu0feyp> <0irmLuYdQ=\x0aifvVzfRGKmET1hsstIGstB7>]/Size 19/Prev 10218>>\x0astartxref\x0a0\x0a%%E	-
1424245300.386077	violation	protocol	SSH	CBff9o4l7ISQyK52bb	-	59.166.0.8	35114	149.171.126.4	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424245322.085115	violation	protocol	HTTP	CFszaWKBSSXhivOHl	-	175.45.176.1	3046	149.171.126.13	80	not a http reply line	-
1424245332.503349	violation	protocol	DCE_RPC	CKB5v2dGZNdrEks73	-	175.45.176.0	37559	149.171.126.15	13841	Binpac exception: binpac exception: &enforce violation : DCE_RPC_Header:rpc_vers	-
1424245332.503349	violation	protocol	SOCKS	CKB5v2dGZNdrEks73	-	175.45.176.0	37559	149.171.126.15	13841	unsupported/unknown SOCKS version 170	-
1424245332.746802	violation	protocol	DCE_RPC	CKB5v2dGZNdrEks73	-	175.45.176.0	37559	149.171.126.15	13841	Binpac exception: binpac exception: out_of_bound: DCE_RPC_PDU:frag: 9 > 16	-
1424245332.746802	violation	protocol	SOCKS	CKB5v2dGZNdrEks73	-	175.45.176.0	37559	149.171.126.15	13841	unsupported/unknown SOCKS version 9	-
1424245343.073351	violation	protocol	IMAP	C7fs243Zl5hqHRv22b	-	175.45.176.2	20255	149.171.126.19	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0avd0ryMCYfgn0ECL4ZBqVcvOjDZQnFyK5TC2i9NWwzvP7IP6smgzIexKB0tQuSWezHMoE2EviPGvDkZJocEQwrHxmnrAi0t2R\x0d\x0a--_464317154753164029394029\x0d\x0aContent-Type: application/octet-stream; name=H7zumaa94BQ5R.rtF\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="H7zumaa94BQ5R.rtF"\x0d\x0a\x0d\x0a{\\rtf1 \\do \\dpendgroup}=\x0a\x0d\x0a--_464317154753164029394029--\x0d\x0a\x0d\x0a UID 1)\x0d\x0aa005 OK FETCH\x0d\x0a"	-
1424245422.525906	violation	protocol	HTTP	CNIOQW1xemADT9J329	-	175.45.176.2	53999	149.171.126.14	80	not a http reply line	-
1424245437.408537	violation	protocol	IMAP	ChpsuqHuszWKZwz01	-	175.45.176.3	19161	149.171.126.15	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0a0zDSpU2LWJShHeGM9rnLXCFScl5DAAkxH1H9Mx6B9022OR4IdHDOb8HZ91SZ57Bn6Khl3ok4jbaXumWTol7uZSHmz6S07dJOnDT9TR3QrQ9lf1jDd\x0d\x0a--_389381195645779014314794\x0d\x0aContent-Type: video/x-msvideo; name=EJp1teUCnZ96gC.WmV\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="EJp1teUCnZ96gC.WmV"\x0d\x0a\x0d\x0aMCaydY5mzxGm2QCqAGLObDkTAAAAAAAABgAAAAECodyrjEepzxGO5ADADCBT\x0aZWgAAAAAAAAAlflsd+52ZBUj4mRhgNDTgjGOAAAAAAAACPNHXwEAAAAHAAAA\x0aAAAAAJB7GgIAAAAAcJOMAQAAAAArBgAAAAAAAAIAAAAHBasYhBJTv4cZPZa1\x0aA79fLqnPEY7jAMAMIFNl0xAAAAAAAAAR0tOruqnPEY7mAMAMIFNlBgClEAAA\x0aqUZDfODv/EuyKTk+3kFchScAAAAAAAAAAQAMZQBuAC0AdQBzAAAAXYvxJoRF\x0a7EefXw5lHwRSyRoAAAAAAAAAAgHqy/jFr1t3SIRnqoxE+kzKegAAAAAAAAAC\x0aAAAAAQAMAAIAAgAAAGIATAB2AEsAWgAAAAAAAAABADQAAAAGAAAARABlAHYA\x0aaQBjAGUAQwBvAG4AZgBvAHIAbQBhAG4AYwBlAFQAZQBtAHAAbABhAHQAZQAA\x0aAEwAbAAAAHTUBhjfyglFpLqaq8uWquhwDwAAAAAAAAAAA	-
1424245482.801427	violation	protocol	IMAP	Cuul1X3HMitcJhdJ87	-	175.45.176.0	53690	149.171.126.17	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0a"	-
1424245502.868788	violation	protocol	IMAP	CnI1aK35gOwllfAxae	-	175.45.176.3	32118	149.171.126.15	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0a8ZklY5Va7AS08KNqV04ZAkus7gWnhBWgHPZWhr4cqAqyc9hJWN24rn6lZDZ9aa29lm1IIRaEZNS6qy5DO90IV5DxDeGpRcQqTf2IvYTk97Ohu3FuYohieJ1vsc\x0d\x0a--_769480428349903310586535\x0d\x0aContent-Type: application/octet-stream; name=7ghHS.dOC\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="7ghHS.dOC"\x0d\x0a\x0d\x0a=D0=CF=11=E0=A1=B1=1A=E1=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00>=\x0a=00=03=00=FE=FF\x09=00=06=00=00=00=00=00=00=00=00=00=00=00=01=00=00=00"=00=00=\x0a=00=00=00=00=00=00=10=00=00$=00=00=00=01=00=00=00=FE=FF=FF=FF=00=00=00=00=\x0a!=00=00=00=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=F	-
1424245513.067922	violation	protocol	HTTP	Ckc95G4r0qNCoPoDR5	-	175.45.176.3	1485	149.171.126.15	8300	not a http reply line	-
1424245557.690215	violation	protocol	SSH	Cvlmvx43Y7loO0WxD4	-	59.166.0.8	48255	149.171.126.5	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424245559.631857	violation	protocol	HTTP	CXtKVM2Y2xlBB1IOf5	-	175.45.176.1	61980	149.171.126.16	80	not a http reply line	-
1424245561.931126	violation	protocol	SIP	CuKVyt2lFDtywlv1jh	-	175.45.176.3	5886	149.171.126.14	5060	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/sip/sip-protocol.pac:62: \x0aexpected pattern: ":"\x0aactual data: "<sip:FoLAZ4m92nSikbxIxPz9QE3@149.171.126.14>"	-
1424245561.931130	violation	protocol	SIP	CuKVyt2lFDtywlv1jh	-	175.45.176.3	5886	149.171.126.14	5060	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/sip/sip-protocol.pac:62: \x0aexpected pattern: ":"\x0aactual data: "<sip:FoLAZ4m92nSikbxIxPz9QE3@149.171.126.14>"	-
1424245566.724233	violation	protocol	SMB	C1Mwed3rpqtewwseS2	-	175.45.176.0	36881	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 145	-
1424245567.623046	violation	protocol	SMB	CFgFZT1wDXU0kKy7l	-	175.45.176.0	31554	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 197	-
1424245570.613416	violation	protocol	SMB	Cpb5cX3FSDz5iMXIPb	-	175.45.176.0	46105	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 166	-
1424245575.066769	violation	protocol	SMB	CLIlRN1tV4x1YbVVhh	-	175.45.176.0	12842	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 130	-
1424245576.362229	violation	protocol	SMB	CU6Gpt2WfERzUOOfKi	-	175.45.176.0	50781	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 177	-
1424245587.525068	violation	protocol	SMB	CCdHNM2caeC97O65nf	-	175.45.176.0	28366	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 178	-
1424245589.647097	violation	protocol	SMB	C7KxCj1vYyXkFZSqUk	-	175.45.176.0	33299	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 561	-
1424245591.563253	violation	protocol	SMB	C1IlSL3nEM7sHMgOq2	-	175.45.176.0	61807	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 1078	-
1424245593.773721	violation	protocol	SMB	C7vpaw1olNfhj3YUvb	-	175.45.176.0	27090	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 8245	-
1424245596.276047	violation	protocol	IMAP	C6DnU32V7JK3oaJBTh	-	175.45.176.3	27472	149.171.126.17	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0anxTZGpXusHHCRGkOHYyjDL8zzymLqdp40HHcePDn1p1UCj9c3Ipazn7hlvfFneFxvH\x0d\x0a--_958330659818246530113674\x0d\x0aContent-Type: video/x-msvideo; name=HS6Z6.AvI\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="HS6Z6.AvI"\x0d\x0a\x0d\x0aUklGRrgdAABBVkkgTElTVMAAAABoZHJsYXZpaDgAAAAgTgAA4JMEAAAAAAAQ\x0aCAAACgAAAAAAAAABAAAA6AMAAGQAAABkAAAAAAAAAAAAAAAAAAAAAAAAAExJ\x0aU1R0AAAAc3RybHN0cmg4AAAAdmlkc01KUEcAAAAAAAAAAAAAAAACAAAAZAAA\x0aAAAAAAAKAAAARgEAABAnAAAAAAAAAAAAAGQAAABzdHJmKAAAACgAAABkAAAA\x0aZAAAAAEAGABNSlBHAAAAAAAAAAAAAAAAAAAAAAAAAABMSVNUJgAAAElORk9J\x0aU0ZUGgAAAGVhc2h3cWY1NjhiN2NwVkhwWHU0eGF4eTROSlVOS/YOAAB2R2x2\x0abHZVS2Q1WG1mYXl2d2hqYnV0c1lianFiZXRDYTZEemZJQjdScXRQNUFBNk1H\x0aNmhheWtqY3Vta1VmOGlLUkluc0JHWFl1MXd2U1BCWGdFcENvOXp2bGMxTTVL\x0aVmFTUDhMekg1bU1YYkt4dUZSNkRMWUM1UE5qWjJ0cE82aXhjc09rUmNyazlr\x0aa2xxMVpkUzBXOEJKRmRNaE1WRUdMc01uekJhaUhCQjJJY290W	-
1424245601.517105	violation	protocol	SMB	CDDWD334YvplXoK1Dj	-	175.45.176.0	50228	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 183	-
1424245604.140330	violation	protocol	SMB	CeYBbP1CCQSYmZZ0Nk	-	175.45.176.0	45677	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 566	-
1424245606.017336	violation	protocol	SMB	CxhXSj3ZiLPKubsuYj	-	175.45.176.0	56597	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 1077	-
1424245610.083297	violation	protocol	SMB	C6QwTx4Pgb7DMHqUIb	-	175.45.176.0	55211	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 8247	-
1424245612.298748	violation	protocol	DHCP	CrrwhltJFpTLYAFN	-	175.45.176.1	59450	149.171.126.13	67	Binpac exception: binpac exception: out_of_bound: Client_Identifier:hwaddr: 0 > 303	-
1424245612.298757	violation	protocol	DHCP	CrrwhltJFpTLYAFN	-	175.45.176.1	59450	149.171.126.13	67	Binpac exception: binpac exception: out_of_bound: Client_Identifier:hwaddr: 0 > 303	-
1424245623.146060	violation	protocol	SMB	C4S9Rp2BnrOqWpP4O3	-	175.45.176.0	7739	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 181	-
1424245623.958080	violation	protocol	SIP	CdMgxk1qJkpDQi5osk	-	175.45.176.3	5060	149.171.126.19	5060	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/sip/sip-protocol.pac:39: \x0aexpected pattern: "[0-9]{3}"\x0aactual data: "0"	-
1424245625.348611	violation	protocol	SMB	CT2V6r4HqwmzMqXxlk	-	175.45.176.0	32717	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 567	-
1424245627.645772	violation	protocol	SMB	Cbj6RjeSoAHvI0Xo	-	175.45.176.0	19533	149.171.126.11	445	Binpac exception: binpac exception: out_of_bound: SMB1_session_setup_andx_request_ntlm_nonextended_security:extra_byte_parameters: 131 > 1073	-
